Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,6,1,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,21439109,,21439109,,4315329,,,6
H5,2018,2018,2018,4,0,1,Import,218,Ecuador,ECU,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,8421769,,8125518,,3664679,,,0
H5,2018,2018,2018,4,0,2,Export,218,Ecuador,ECU,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,5410420,,5385497,,3830391,,,0
H5,2018,2018,2018,6,1,1,Import,218,Ecuador,ECU,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,5802952,,5780691,,2499247,,,0
H5,2018,2018,2018,6,1,2,Export,218,Ecuador,ECU,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,1283308,,1280474,,705086,,,0
H5,2018,2018,2018,6,1,1,Import,218,Ecuador,ECU,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,213046,,211705,,130653,,,0
H5,2018,2018,2018,6,1,2,Export,218,Ecuador,ECU,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,40895,,40895,,38850,,,0
H5,2018,2018,2018,6,1,1,Import,218,Ecuador,ECU,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,36843,,35989,,30090,,,0
H5,2018,2018,2018,6,1,1,Import,218,Ecuador,ECU,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,2368927,,2097132,,1004687,,,0
H5,2018,2018,2018,6,1,2,Export,218,Ecuador,ECU,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,4086217,,4064128,,3086454,,,0
H5,2018,2018,2018,4,0,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,7157306,,,,4591898,,,6
H5,2018,2018,2018,4,0,2,Export,222,El Salvador,SLV,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,10890980,,10890980,,5685988,,,0
H5,2018,2018,2018,6,1,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,3552391,,3552391,,2168482,,,0
H5,2018,2018,2018,6,1,2,Export,222,El Salvador,SLV,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,66088,,66088,,27218,,,0
H5,2018,2018,2018,6,1,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,2,,2,,0,,,0
H5,2018,2018,2018,6,1,2,Export,222,El Salvador,SLV,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,52624,,52624,,44302,,,0
H5,2018,2018,2018,6,1,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,758211,,,,497633,,,6
H5,2018,2018,2018,6,1,2,Export,222,El Salvador,SLV,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,48445,,48445,,20309,,,0
H5,2018,2018,2018,6,1,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,2846701,,2846701,,1925783,,,0
H5,2018,2018,2018,6,1,2,Export,222,El Salvador,SLV,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,10723823,,10723823,,5594157,,,0
H5,2018,2018,2018,4,0,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,2807856,,2807856,,867958,,,0
H5,2018,2018,2018,4,0,2,Export,233,Estonia,EST,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,14037685,,14037685,,5891883,,,0
H5,2018,2018,2018,4,0,1,Import,242,Fiji,FJI,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,3823,,3823,,7411,,,0
H5,2018,2018,2018,4,0,2,Export,242,Fiji,FJI,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,1269033,,1269033,,141675,,,0
H5,2018,2018,2018,6,1,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,1975190,,1975190,,350623,,,0
H5,2018,2018,2018,6,1,2,Export,233,Estonia,EST,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,6862025,,6862025,,2742795,,,0
H5,2018,2018,2018,6,1,2,Export,242,Fiji,FJI,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,99000,,99000,,49753,,,0
H5,2018,2018,2018,6,1,2,Export,233,Estonia,EST,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,316650,,316650,,100438,,,0
H5,2018,2018,2018,6,1,2,Export,233,Estonia,EST,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,7700,,7700,,1810,,,0
H5,2018,2018,2018,6,1,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,832666,,832666,,517334,,,0
H5,2018,2018,2018,6,1,2,Export,233,Estonia,EST,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,6851310,,6851310,,3046839,,,0
H5,2018,2018,2018,6,1,1,Import,242,Fiji,FJI,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,3823,,3823,,7411,,,0
H5,2018,2018,2018,6,1,2,Export,242,Fiji,FJI,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,1170033,,1170033,,91921,,,0
H5,2018,2018,2018,4,0,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,3862391,,3862391,,3792179,,,6
H5,2018,2018,2018,4,0,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,21575102,,,,5974499,,,6
H5,2018,2018,2018,6,1,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,2003618,,2003618,,1734764,,,0
H5,2018,2018,2018,6,1,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,13295153,,13295153,,4130383,,,6
H5,2018,2018,2018,6,1,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,938966,,938966,,1440404,,,0
H5,2018,2018,2018,6,1,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,1285160,,1285160,,353657,,,0
H5,2018,2018,2018,6,1,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,2035,,2035,,2330,,,6
H5,2018,2018,2018,6,1,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,670684,,,,130989,,,6
H5,2018,2018,2018,6,1,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,917772,,917772,,614680,,,6
H5,2018,2018,2018,6,1,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,6324103,,6324103,,1359470,,,6
H5,2018,2018,2018,4,0,1,Import,288,Ghana,GHA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,5936183,,5936183,,1108248,,,0
H5,2018,2018,2018,4,0,2,Export,288,Ghana,GHA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,66038,,66038,,7558,,,0
H5,2018,2018,2018,6,1,1,Import,288,Ghana,GHA,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,556404,,556404,,204197,,,0
H5,2018,2018,2018,6,1,1,Import,288,Ghana,GHA,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,23006,,23006,,38284,,,0
H5,2018,2018,2018,6,1,1,Import,288,Ghana,GHA,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,82429,,82429,,30663,,,0
H5,2018,2018,2018,6,1,1,Import,288,Ghana,GHA,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,5274343,,5274343,,835103,,,0
H5,2018,2018,2018,6,1,2,Export,288,Ghana,GHA,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,66038,,66038,,7558,,,0
H5,2018,2018,2018,4,0,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,24383095,,24383095,,9281137,,,6
H5,2018,2018,2018,4,0,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,52520814,,52520814,,16774102,,,0
H5,2018,2018,2018,6,1,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,7117177,,7117177,,3274626,,,6
H5,2018,2018,2018,6,1,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,12827949,,12827949,,3218590,,,0
H5,2018,2018,2018,6,1,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,76757,,76757,,48594,,,0
H5,2018,2018,2018,6,1,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,186166,,186166,,89859,,,0
H5,2018,2018,2018,6,1,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,61365,,61365,,1864,,,0
H5,2018,2018,2018,6,1,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,17079752,,17079752,,5916650,,,6
H5,2018,2018,2018,6,1,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,39554743,,39554743,,13505052,,,0
H5,2018,2018,2018,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,598046363,,598046363,,243632360,,,6
H5,2018,2018,2018,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,287764630,,287764630,,95129159,,,6
H5,2018,2018,2018,6,1,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,107003851,,107003851,,37617850,,,0
H5,2018,2018,2018,6,1,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,41793756,,41793756,,12316351,,,0
H5,2018,2018,2018,6,1,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,54845668,,54845668,,21054743,,,0
H5,2018,2018,2018,6,1,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,16376406,,16376406,,5594222,,,0
H5,2018,2018,2018,6,1,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,8804765,,8804765,,2988459,,,0
H5,2018,2018,2018,6,1,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,3909277,,3909277,,907905,,,0
H5,2018,2018,2018,6,1,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,427392079,,427392079,,181971307,,,6
H5,2018,2018,2018,6,1,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,225685191,,225685191,,76310680,,,6
H5,2018,2018,2018,4,0,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,112,,112,,2578,,,6
H5,2018,2018,2018,4,0,2,Export,352,Iceland,ISL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,8580272,,8580272,,2940085,,,0
H5,2018,2018,2018,6,1,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,29,,29,,343,,,6
H5,2018,2018,2018,6,1,2,Export,352,Iceland,ISL,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,194325,,194325,,6261,,,0
H5,2018,2018,2018,6,1,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,39,,39,,30,,,6
H5,2018,2018,2018,6,1,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,43,,43,,2204,,,6
H5,2018,2018,2018,6,1,2,Export,352,Iceland,ISL,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,8385947,,8385947,,2933823,,,0
H5,2018,2018,2018,4,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,320451809,,320451809,,102368436,,,6
H5,2018,2018,2018,4,0,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,98516368,,98516368,,44342853,,,6
H5,2018,2018,2018,6,1,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,168612222,,168612222,,43969160,,,0
H5,2018,2018,2018,6,1,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,63190774,,63190774,,20691317,,,6
H5,2018,2018,2018,6,1,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,4563,,4563,,4524,,,0
H5,2018,2018,2018,6,1,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,45168,,45168,,22874,,,0
H5,2018,2018,2018,6,1,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,2373376,,2373376,,222069,,,0
H5,2018,2018,2018,6,1,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,117328,,117328,,34747,,,0
H5,2018,2018,2018,6,1,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,149461648,,149461648,,58172683,,,6
H5,2018,2018,2018,6,1,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,35163098,,35163098,,23593913,,,6
H5,2018,2018,2018,4,0,1,Import,372,Ireland,IRL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,86737316,,86737316,,75065165,,,6
H5,2018,2018,2018,4,0,2,Export,372,Ireland,IRL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,44926976,,,,14831023,,,6
H5,2018,2018,2018,6,1,1,Import,372,Ireland,IRL,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,4198821,,4198821,,3731771,,,0
H5,2018,2018,2018,6,1,2,Export,372,Ireland,IRL,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,11127822,,11127822,,4190227,,,0
H5,2018,2018,2018,6,1,1,Import,372,Ireland,IRL,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,21479,,21479,,84250,,,0
H5,2018,2018,2018,6,1,2,Export,372,Ireland,IRL,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,385653,,385653,,42840,,,0
H5,2018,2018,2018,6,1,1,Import,372,Ireland,IRL,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,9350,,9350,,69718,,,6
H5,2018,2018,2018,6,1,2,Export,372,Ireland,IRL,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,866154,,,,930139,,,6
H5,2018,2018,2018,6,1,1,Import,372,Ireland,IRL,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,82507666,,82507666,,71179424,,,6
H5,2018,2018,2018,6,1,2,Export,372,Ireland,IRL,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,32547347,,,,9667815,,,6
H5,2018,2018,2018,4,0,1,Import,376,Israel,ISR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,4340429,,4340429,,2304000,,,6
H5,2018,2018,2018,4,0,2,Export,376,Israel,ISR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,15991950,,15991950,,6276000,,,6
H5,2018,2018,2018,6,1,1,Import,376,Israel,ISR,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,991868,,991868,,396000,,,6
H5,2018,2018,2018,6,1,2,Export,376,Israel,ISR,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,5775300,,5775300,,1913000,,,6
H5,2018,2018,2018,6,1,1,Import,376,Israel,ISR,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,5192,,5192,,4000,,,6
H5,2018,2018,2018,6,1,2,Export,376,Israel,ISR,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,161666,,161666,,97000,,,6
H5,2018,2018,2018,6,1,1,Import,376,Israel,ISR,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,1255313,,1255313,,627000,,,6
H5,2018,2018,2018,6,1,2,Export,376,Israel,ISR,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,301076,,301076,,130000,,,6
H5,2018,2018,2018,6,1,1,Import,376,Israel,ISR,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,2088054,,2088054,,1277000,,,6
H5,2018,2018,2018,6,1,2,Export,376,Israel,ISR,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,9753907,,9753907,,4136000,,,6
H5,2018,2018,2018,4,0,1,Import,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,778439,,778439,,692960,,,0
H5,2018,2018,2018,4,0,2,Export,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,6247955,,6247955,,1047388,,,0
H5,2018,2018,2018,4,0,1,Import,417,Kyrgyzstan,KGZ,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,1066046,,1066046,,347989,,,0
H5,2018,2018,2018,4,0,2,Export,417,Kyrgyzstan,KGZ,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,808503,,808503,,131694,,,0
H5,2018,2018,2018,6,1,1,Import,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,2060,,2060,,3494,,,0
H5,2018,2018,2018,6,1,2,Export,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,3075182,,3075182,,252842,,,0
H5,2018,2018,2018,6,1,1,Import,417,Kyrgyzstan,KGZ,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,284266,,284266,,7371,,,0
H5,2018,2018,2018,6,1,2,Export,417,Kyrgyzstan,KGZ,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,63170,,63170,,3562,,,0
H5,2018,2018,2018,6,1,1,Import,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,27001,,27001,,3927,,,0
H5,2018,2018,2018,6,1,2,Export,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,,84355,,84355,,27245,,,0
H5,2018,2018,2018,6,1,1,Import,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,749378,,749378,,685537,,,0
H5,2018,2018,2018,6,1,2,Export,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,3088418,,3088418,,767300,,,0
H5,2018,2018,2018,6,1,1,Import,417,Kyrgyzstan,KGZ,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,781780,,781780,,340618,,,0
H5,2018,2018,2018,6,1,2,Export,417,Kyrgyzstan,KGZ,0,World,WLD,,,,,,,,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,,745333,,745333,,128132,,,0
H5,2018,2018,2018,4,0,1,Import,428,Latvia,LVA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,18071084,,18071084,,9165223,,,6
H5,2018,2018,2018,4,0,2,Export,428,Latvia,LVA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,10259392,,10259392,,3174410,,,0
H5,2018,2018,2018,6,1,1,Import,428,Latvia,LVA,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,1419288,,1419288,,677548,,,6
H5,2018,2018,2018,6,1,2,Export,428,Latvia,LVA,0,World,WLD,,,,,,,,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,,5965996,,5965996,,1637121,,,0
H5,2018,2018,2018,6,1,1,Import,428,Latvia,LVA,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,2325,,2325,,1621,,,0
H5,2018,2018,2018,6,1,2,Export,428,Latvia,LVA,0,World,WLD,,,,,,,,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,,961718,,961718,,123077,,,0
